rel_path,bytes,chunks,embed_ms,status
metadata/src/main/java/org/apache/kafka/metadata/ScramCredentialData.java,3663,1,41,ok
metadata/src/main/java/org/apache/kafka/metadata/VersionRange.java,2511,1,33,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/AclCache.java,3739,1,45,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/AclMutator.java,2416,1,30,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/ClusterMetadataAuthorizer.java,7076,2,83,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/StandardAcl.java,6781,2,75,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/StandardAclRecordIterator.java,2167,1,28,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/StandardAclWithId.java,2684,1,35,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/StandardAuthorizer.java,7725,2,91,ok
metadata/src/main/java/org/apache/kafka/metadata/authorizer/StandardAuthorizerData.java,24188,5,256,ok
metadata/src/main/java/org/apache/kafka/metadata/bootstrap/BootstrapDirectory.java,4559,1,52,ok
metadata/src/main/java/org/apache/kafka/metadata/bootstrap/BootstrapMetadata.java,7475,2,73,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/ClusterDescriber.java,1364,1,22,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/DefaultDirProvider.java,1340,1,21,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/PartitionAssignment.java,2774,1,36,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/PlacementSpec.java,2395,1,27,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/ReplicaPlacer.java,1620,1,21,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/StripedReplicaPlacer.java,17080,4,200,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/TopicAssignment.java,1997,1,26,ok
metadata/src/main/java/org/apache/kafka/metadata/placement/UsableBroker.java,2067,1,28,ok
metadata/src/main/java/org/apache/kafka/metadata/properties/MetaProperties.java,8522,2,96,ok
metadata/src/main/java/org/apache/kafka/metadata/properties/MetaPropertiesEnsemble.java,23437,5,241,ok
metadata/src/main/java/org/apache/kafka/metadata/properties/MetaPropertiesVersion.java,2414,1,29,ok
metadata/src/main/java/org/apache/kafka/metadata/properties/PropertiesUtils.java,3520,1,42,ok
metadata/src/main/java/org/apache/kafka/metadata/publisher/FeaturesPublisher.java,2466,1,28,ok
metadata/src/main/java/org/apache/kafka/metadata/storage/Formatter.java,21167,5,190,ok
metadata/src/main/java/org/apache/kafka/metadata/storage/FormatterException.java,1074,1,18,ok
metadata/src/main/java/org/apache/kafka/metadata/storage/ScramParser.java,11474,3,113,ok
metadata/src/main/java/org/apache/kafka/metadata/util/BatchFileReader.java,6980,2,74,ok
metadata/src/main/java/org/apache/kafka/metadata/util/BatchFileWriter.java,4584,1,48,ok
metadata/src/main/java/org/apache/kafka/metadata/util/RecordRedactor.java,2689,1,31,ok
metadata/src/main/java/org/apache/kafka/metadata/util/SnapshotFileReader.java,7897,2,82,ok
raft/src/main/java/org/apache/kafka/raft/Batch.java,6546,2,67,ok
raft/src/main/java/org/apache/kafka/raft/BatchReader.java,2441,1,31,ok
raft/src/main/java/org/apache/kafka/raft/CandidateState.java,7175,2,73,ok
raft/src/main/java/org/apache/kafka/raft/ControlRecord.java,4464,1,46,ok
raft/src/main/java/org/apache/kafka/raft/DynamicVoter.java,6777,2,81,ok
